"id","plaatsnaam_in_bron","plaatsnaam","eerste_jaar_min","eerste_jaar_max","laatste_jaar_min","laatste_jaar_max","aantal","tgn_uri","gn_uri","land","lat","lon"
"3510","Vlyrden","Vlierden","1553","1554","1553","1554","2","http://vocab.getty.edu/tgn/7272644","http://www.geonames.org/2745414","Netherlands","51.445","5.758333"
"3511","Voenssel","Woensel","1531","1532","1531","1532","3",,"http://www.geonames.org/2744251","Netherlands","51.47561","5.47548"
"3512","Voeren by Tricht","Voeren","1474","1475","1474","1475","1",,"http://www.geonames.org/7670688","Belgium","50.75052","5.78319"
"3513","Voerschoetten","Voorschoten","1478","1479","1478","1479","1","http://vocab.getty.edu/tgn/7006812","http://www.geonames.org/2745301","Netherlands","52.1275","4.448611"
"3514","Volken te Uden","Volkel","1507","1508","1507","1508","1","http://vocab.getty.edu/tgn/1048198","http://www.geonames.org/2745338","Netherlands","51.6425","5.654167"
"3515","Vollen Hoeff","Vollenhove","1476","1477","1476","1477","1","http://vocab.getty.edu/tgn/1048199","http://www.geonames.org/2745333","Netherlands","52.680833","5.954167"
"3516","Vollenhoe","Vollenhove","1468","1469","1468","1469","1","http://vocab.getty.edu/tgn/1048199","http://www.geonames.org/2745333","Netherlands","52.680833","5.954167"
"3517","Vollenhoefde","Vollenhove","1515","1516","1515","1516","2","http://vocab.getty.edu/tgn/1048199","http://www.geonames.org/2745333","Netherlands","52.680833","5.954167"
"3518","Vollenhove","Vollenhove","1466","1467","1466","1467","8","http://vocab.getty.edu/tgn/1048199","http://www.geonames.org/2745333","Netherlands","52.680833","5.954167"
"3519","Vorcum","Woudrichem","1533","1534","1533","1534","4","http://vocab.getty.edu/tgn/1048259","http://www.geonames.org/2744156","Netherlands","51.815","5.001389"
"3520","Vorst bij Broechuysen","Broekhuizenvorst","1521","1522","1521","1522","1","http://vocab.getty.edu/tgn/7262510","http://www.geonames.org/2758260","Netherlands","51.495","6.156944"
"3521","Vorst by Broechusen","Broekhuizenvorst","1476","1477","1476","1477","1","http://vocab.getty.edu/tgn/7262510","http://www.geonames.org/2758260","Netherlands","51.495","6.156944"
"3522","Vorst by Broechuysen","Broekhuizenvorst","1500","1501","1500","1501","1","http://vocab.getty.edu/tgn/7262510","http://www.geonames.org/2758260","Netherlands","51.495","6.156944"
"3523","Vrancken Hofstadt onder Vucht","Vught","1526","1527","1526","1527","2","http://vocab.getty.edu/tgn/1048209","http://www.geonames.org/2745154","Netherlands","51.653333","5.2875"
"3524","Vrieslant","Friesland","1485","1486","1510","1511","2",,"http://www.geonames.org/6544699","Netherlands","51.9425","6.176389"
"3525","Vucht","Vught","1423","1424","1607","1608","227","http://vocab.getty.edu/tgn/1048209","http://www.geonames.org/2745154","Netherlands","51.653333","5.2875"
"3881","ter Heyer","Terheijden","1479","1480","1479","1480","1","http://vocab.getty.edu/tgn/7271505","http://www.geonames.org/2746456","Netherlands","51.643333","4.754167"
"3527","Vuecht","Vught","1495","1496","1545","1546","7","http://vocab.getty.edu/tgn/1048209","http://www.geonames.org/2745154","Netherlands","51.653333","5.2875"
"3528","Vueren","Vuren","1461","1462","1505","1506","17","http://vocab.getty.edu/tgn/7272888","http://www.geonames.org/2745143","Netherlands","51.825","5.045833"
"3529","Vueren by Tricht","Voeren","1475","1476","1475","1476","1",,"http://www.geonames.org/7670688","Belgium","50.75052","5.78319"
"3530","Vueren in den lande van Gelre","Vuren","1460","1461","1495","1496","9","http://vocab.getty.edu/tgn/7272888","http://www.geonames.org/2745143","Netherlands","51.825","5.045833"
"3531","Vuernen","Voorne","1477","1478","1477","1478","1","http://vocab.getty.edu/tgn/7272666","http://www.geonames.org/2745306","Netherlands","51.823333","5.404167"
"3532","Vught","Vught","1546","1547","1567","1568","2","http://vocab.getty.edu/tgn/1048209","http://www.geonames.org/2745154","Netherlands","51.653333","5.2875"
"3533","Vuijtwijck","Uitwijk","1569","1570","1569","1570","1","http://vocab.getty.edu/tgn/7272849","http://www.geonames.org/2745957","Netherlands","51.785833","5.006944"
"3534","Vulder, by Deventer","Terwolde","1487","1488","1487","1488","1","http://vocab.getty.edu/tgn/1048148","http://www.geonames.org/2746395","Netherlands","52.283333","6.1"
"3535","vut der sticht van Coelen","Keulen","1511","1512","1511","1512","2",,"http://www.geonames.org/2886242","Germany","50.93333","6.95"
"3536","vuten lande van Cleve","Kleef","1511","1512","1518","1519","2","http://vocab.getty.edu/tgn/7012313",,"Germany","51.783333","6.15"
"3537","Vutrecht","Utrecht","1510","1511","1514","1515","7","http://vocab.getty.edu/tgn/7006926","http://www.geonames.org/2745912","Netherlands","52.090833","5.122222"
"3538","Vutwyck","Uitwijk","1514","1515","1539","1540","3","http://vocab.getty.edu/tgn/7272849","http://www.geonames.org/2745957","Netherlands","51.785833","5.006944"
"3539","vuyt Engelant","Engeland","1514","1515","1514","1515","2",,,,"0","0"
"3540","vuyt Zeelant","Zeeland","1534","1535","1534","1535","1","http://vocab.getty.edu/tgn/1048266",,,"51.7","5.683333"
"3541","vuyt Zelant","Zeeland","1503","1504","1503","1504","1","http://vocab.getty.edu/tgn/1048266",,,"51.7","5.683333"
"3542","vuyten Briel","Brielle","1544","1545","1544","1545","1","http://vocab.getty.edu/tgn/1047678","http://www.geonames.org/2758326","Netherlands","51.901667","4.1625"
"3543","vuyten lande van Cleve","Kleef","1507","1508","1507","1508","2","http://vocab.getty.edu/tgn/7012313",,"Germany","51.783333","6.15"
"3544","vuyten Weert","Weert","1500","1501","1500","1501","1","http://vocab.getty.edu/tgn/7006858",,,"51.25","5.716667"
"3545","Vuytrecht","Utrecht","1493","1494","1536","1537","24","http://vocab.getty.edu/tgn/7006926","http://www.geonames.org/2745912","Netherlands","52.090833","5.122222"
"3547","vuytter den lande van Cleve","Kleef","1481","1482","1481","1482","1","http://vocab.getty.edu/tgn/7012313",,"Germany","51.783333","6.15"
"3548","Vuytwyck","Uitwijk","1514","1515","1534","1535","4","http://vocab.getty.edu/tgn/7272849","http://www.geonames.org/2745957","Netherlands","51.785833","5.006944"
"3549","Vyanen","Vianen","1465","1466","1531","1532","11",,,,"0","0"
"3550","Vyanen onder Gorcum","Vianen","1526","1527","1526","1527","2",,,,"0","0"
"3551","Vyck","Wijk","1532","1533","1532","1533","1","http://vocab.getty.edu/tgn/7273519","http://www.geonames.org/2744487","Netherlands","51.7666667","5.1166667"
"3552","Vyck by Huesden","Wijk bij Heusden","1528","1529","1528","1529","1","http://vocab.getty.edu/tgn/7273519",,,"51.766667","5.116667"
"3553","Vyck onder Huesden","Wijk bij Heusden","1529","1530","1529","1530","2","http://vocab.getty.edu/tgn/7273519",,,"51.766667","5.116667"
"3879","Sundert","Zundert","1523","1524","1523","1524","1","http://vocab.getty.edu/tgn/7006823","http://www.geonames.org/2743619","Netherlands","51.471667","4.655556"
"3555","Vynkel","Vinkel","1438","1439","1438","1439","1",,"http://www.geonames.org/2745503","Netherlands","51.705833","5.4625"
"3556","Vyticht","Utrecht","1487","1488","1487","1488","1","http://vocab.getty.edu/tgn/7006926","http://www.geonames.org/2745912","Netherlands","52.090833","5.122222"
"3557","Vytricht","Utrecht","1487","1488","1487","1488","10","http://vocab.getty.edu/tgn/7006926","http://www.geonames.org/2745912","Netherlands","52.090833","5.122222"
"3878","Rummerzwael","Reimerswaal","1479","1480","1479","1480","1",,,,"0","0"
"3559","Waderle","Waalre","1475","1476","1475","1476","2","http://vocab.getty.edu/tgn/1048210","http://www.geonames.org/2745127","Netherlands","51.386667","5.444444"
"3560","Waelbeeck","Walbeck","1518","1519","1518","1519","1",,,,"0","0"
"3561","Waelre","Waalre","1478","1479","1526","1527","6","http://vocab.getty.edu/tgn/1048210","http://www.geonames.org/2745127","Netherlands","51.386667","5.444444"
"3877","Risbergen","Rijsbergen","1519","1520","1519","1520","1","http://vocab.getty.edu/tgn/7267862","http://www.geonames.org/2748091","Netherlands","51.5175","4.697222"
"3876","onder Oesterhout","Oosterhout","1516","1517","1516","1517","2","http://vocab.getty.edu/tgn/7006830",,,"51.65","4.883333"
"3875","onder Dongen","Dongen","1516","1517","1516","1517","2","http://vocab.getty.edu/tgn/1047732","http://www.geonames.org/2756723","Netherlands","51.626667","4.938889"
"3565","Waelvick","Waalwijk","1533","1534","1533","1534","1","http://vocab.getty.edu/tgn/1048211","http://www.geonames.org/2745123","Netherlands","51.6825","5.070833"
"3566","Waelvyck","Waalwijk","1554","1555","1554","1555","1","http://vocab.getty.edu/tgn/1048211","http://www.geonames.org/2745123","Netherlands","51.6825","5.070833"
"3567","Waelwick","Waalwijk","1523","1524","1553","1554","2","http://vocab.getty.edu/tgn/1048211","http://www.geonames.org/2745123","Netherlands","51.6825","5.070833"
"3568","Waelwijck","Waalwijk","1441","1442","1584","1585","33","http://vocab.getty.edu/tgn/1048211","http://www.geonames.org/2745123","Netherlands","51.6825","5.070833"
"3569","Waelwyck","Waalwijk","1467","1468","1581","1582","57","http://vocab.getty.edu/tgn/1048211","http://www.geonames.org/2745123","Netherlands","51.6825","5.070833"
"3570","Waelwyck onder Bardwyck","Waalwijk","1526","1527","1526","1527","1","http://vocab.getty.edu/tgn/1048211","http://www.geonames.org/2745123","Netherlands","51.6825","5.070833"
"3571","Waesbeeck","Waspik","1495","1496","1504","1505","3","http://vocab.getty.edu/tgn/7273816","http://www.geonames.org/2744994","Netherlands","51.686667","4.944444"
"3572","Waespyck","Waspik","1460","1461","1495","1496","2","http://vocab.getty.edu/tgn/7273816","http://www.geonames.org/2744994","Netherlands","51.686667","4.944444"
"3874","onder die Heyden","Terheijden","1511","1512","1511","1512","9","http://vocab.getty.edu/tgn/7271505","http://www.geonames.org/2746456","Netherlands","51.643333","4.754167"
"3574","Walcharen","Walcheren","1446","1447","1446","1447","1","http://vocab.getty.edu/tgn/1009679",,,"51.55","3.5833"
"3575","Wallacria, Gouda",,"1445","1446","1445","1446","1",,,,"0","0"
"3576","Wamel","Wamel","1458","1459","1514","1515","17","http://vocab.getty.edu/tgn/1048216","http://www.geonames.org/2745054","Netherlands","51.879167","5.465278"
"3577","Wansem","Wanssum","1476","1477","1533","1534","4","http://vocab.getty.edu/tgn/7273864","http://www.geonames.org/2745043","Netherlands","51.535833","6.076389"
"3578","Wanssem","Wanssum","1511","1512","1535","1536","5","http://vocab.getty.edu/tgn/7273864","http://www.geonames.org/2745043","Netherlands","51.535833","6.076389"
"3579","Wanssum","Wanssum","1538","1539","1538","1539","1","http://vocab.getty.edu/tgn/7273864","http://www.geonames.org/2745043","Netherlands","51.535833","6.076389"
"3580","Warmen","Warmond","1478","1479","1478","1479","1","http://vocab.getty.edu/tgn/7273833","http://www.geonames.org/2745012","Netherlands","52.196667","4.502778"
"3581","Wasbeeck","Waspik","1496","1497","1559","1560","21","http://vocab.getty.edu/tgn/7273816","http://www.geonames.org/2744994","Netherlands","51.686667","4.944444"
"3582","Wasbeeck onden den Berghe","Waspik","1526","1527","1526","1527","1","http://vocab.getty.edu/tgn/7273816","http://www.geonames.org/2744994","Netherlands","51.686667","4.944444"
"3583","Wasbeeck onder den Berge","Waspik","1526","1527","1526","1527","1","http://vocab.getty.edu/tgn/7273816","http://www.geonames.org/2744994","Netherlands","51.686667","4.944444"
"3584","Wasbeeck onder den Berghe","Waspik","1526","1527","1526","1527","1","http://vocab.getty.edu/tgn/7273816","http://www.geonames.org/2744994","Netherlands","51.686667","4.944444"
"3585","Wasbeke","Waspik","1528","1529","1528","1529","1","http://vocab.getty.edu/tgn/7273816","http://www.geonames.org/2744994","Netherlands","51.686667","4.944444"
"3586","Waspijc","Waspik","1452","1453","1452","1453","1","http://vocab.getty.edu/tgn/7273816","http://www.geonames.org/2744994","Netherlands","51.686667","4.944444"
"3587","Waspijck","Waspik","1444","1445","1459","1460","17","http://vocab.getty.edu/tgn/7273816","http://www.geonames.org/2744994","Netherlands","51.686667","4.944444"
"3588","Waspyck","Waspik","1460","1461","1501","1502","45","http://vocab.getty.edu/tgn/7273816","http://www.geonames.org/2744994","Netherlands","51.686667","4.944444"
"3589","Wassem","Wanssum","1476","1477","1476","1477","1","http://vocab.getty.edu/tgn/7273864","http://www.geonames.org/2745043","Netherlands","51.535833","6.076389"
"3590","Wassener","Wassenaar","1475","1476","1476","1477","5","http://vocab.getty.edu/tgn/7007076","http://www.geonames.org/2744991","Netherlands","52.145833","4.402778"
"3591","Wasspyck","Waspik","1475","1476","1475","1476","2","http://vocab.getty.edu/tgn/7273816","http://www.geonames.org/2744994","Netherlands","51.686667","4.944444"
"3592","Wastselaer by Loven",,"1497","1498","1500","1501","2",,,,"0","0"
"3593","Wcht","Vught","1465","1466","1532","1533","12","http://vocab.getty.edu/tgn/1048209","http://www.geonames.org/2745154","Netherlands","51.653333","5.2875"
"3594","Wechel","Veghel","1489","1490","1489","1490","1","http://vocab.getty.edu/tgn/1048181","http://www.geonames.org/2745726","Netherlands","51.616667","5.548611"
"3595","Weda","Weda","1516","1517","1525","1526","3",,,,"0","0"
"3596","Weda ofte Scilders Hoeck","Weda","1525","1526","1525","1526","3",,,,"0","0"
"3597","Weda onder Stryen","Weda","1526","1527","1526","1527","1",,,,"0","0"
"3598","Wede by Diest",,"1504","1505","1504","1505","1",,,,"0","0"
"3599","Weeda onder Strijn","Weda","1526","1527","1526","1527","1",,,,"0","0"
"3600","Ween in Oestenryck","Wenen","1511","1512","1511","1512","1",,"http://www.geonames.org/2761369","Austria","48.20849","16.37208"
"3601","Weenen in Oestenryck","Wenen","1512","1513","1512","1513","1",,"http://www.geonames.org/2761369","Austria","48.20849","16.37208"
"3602","Weerd","Valkenswaard","1487","1488","1487","1488","1","http://vocab.getty.edu/tgn/1048173","http://www.geonames.org/2745860","Netherlands","51.350833","5.459722"
"3603","Weerd","Valkenswaard of Weert","1486","1487","1508","1509","2",,,,"0","0"
"3604","Weerde","Valkenswaard of Weert","1470","1471","1470","1471","1",,,,"0","0"
"3605","Weerde by Eyndoven","Valkenswaard","1533","1534","1533","1534","1","http://vocab.getty.edu/tgn/1048173","http://www.geonames.org/2745860","Netherlands","51.350833","5.459722"
"3873","onder de Heyden","Terheijden","1516","1517","1516","1517","1","http://vocab.getty.edu/tgn/7271505","http://www.geonames.org/2746456","Netherlands","51.643333","4.754167"
"3607","Weerden","Valkenswaard of Weert","1507","1508","1507","1508","3",,,,"0","0"
"3608","Weerdt","Valkenswaard of Weert","1462","1463","1539","1540","3",,,,"0","0"
"3609","Weerdt","Weert","1523","1524","1523","1524","2","http://vocab.getty.edu/tgn/7006858",,,"51.25","5.716667"
"3610","Weerdt by Waelre","Valkenswaard","1511","1512","1511","1512","1","http://vocab.getty.edu/tgn/1048173","http://www.geonames.org/2745860","Netherlands","51.350833","5.459722"
"3611","Weert","Valkenswaard of Weert","1457","1458","1525","1526","17",,,,"0","0"
"3612","Weert","Weert","1498","1499","1549","1550","3","http://vocab.getty.edu/tgn/7006858",,,"51.25","5.716667"
"3613","Weert by Eyndoven","Valkenswaard","1543","1544","1543","1544","1","http://vocab.getty.edu/tgn/1048173","http://www.geonames.org/2745860","Netherlands","51.350833","5.459722"
"3614","Weerthusen","Waardhuizen","1397","1398","1397","1398","1","http://vocab.getty.edu/tgn/7273675","http://www.geonames.org/2745111","Netherlands","51.776667","5.004167"
"3615","Wees","Weeze","1506","1507","1506","1507","4",,"http://www.geonames.org/2813410","Germany","51.62678","6.19792"
"3616","Weesel","Wesel","1502","1503","1523","1524","15","http://vocab.getty.edu/tgn/7005168",,"Germany","51.666667","6.616667"
"3872","onder Bavel","Bavel","1517","1518","1517","1518","1",,"http://www.geonames.org/2759373","Netherlands","51.56583","4.83056"
"3618","Weesell","Wesel","1490","1491","1490","1491","14","http://vocab.getty.edu/tgn/7005168",,"Germany","51.666667","6.616667"
"3620","Weesell, Gurthenwyck",,"1490","1491","1490","1491","1",,,,"0","0"
"3870","Moer","Meer","1519","1520","1519","1520","1",,,,"0","0"
"3622","Weestmaze","Westmaas","1484","1485","1484","1485","1","http://vocab.getty.edu/tgn/7273406","http://www.geonames.org/2744631","Netherlands","51.786667","4.475"
"3623","Weezel","Wesel","1515","1516","1515","1516","12","http://vocab.getty.edu/tgn/7005168",,"Germany","51.666667","6.616667"
"3624","Wel","Well","1468","1469","1537","1538","8",,,,"0","0"
"3625","Wel ofte Bochoven","Well of Bokhoven","1526","1527","1526","1527","1",,,,"0","0"
"3626","Welde","Weelde","1534","1535","1534","1535","1",,"http://www.geonames.org/2783915","Belgium","51.40777","4.99251"
"3627","Werda","Weda","1516","1517","1516","1517","7",,,,"0","0"
"3628","Werkendam","Werkendam","1496","1497","1496","1497","1","http://vocab.getty.edu/tgn/1048229","http://www.geonames.org/2744827","Netherlands","51.81","4.894444"
"3629","Werkendamme","Werkendam","1497","1498","1497","1498","1","http://vocab.getty.edu/tgn/1048229","http://www.geonames.org/2744827","Netherlands","51.81","4.894444"
"3630","Wermont by Leyden","Warmond","1482","1483","1482","1483","1","http://vocab.getty.edu/tgn/7273833","http://www.geonames.org/2745012","Netherlands","52.196667","4.502778"
"3631","Wersel in de tweent","Weerselo","1503","1504","1503","1504","1","http://vocab.getty.edu/tgn/7273867","http://www.geonames.org/2744915","Netherlands","52.351667","6.856944"
"3632","Wesalia","Wesel","1501","1502","1507","1508","2","http://vocab.getty.edu/tgn/7005168",,"Germany","51.666667","6.616667"
"3633","Wesel","Grave","1495","1496","1495","1496","4","http://vocab.getty.edu/tgn/1047800","http://www.geonames.org/2755358","Netherlands","51.7590150845","5.73882222176"
"3634","Wesel","Wesel","1451","1452","1541","1542","446","http://vocab.getty.edu/tgn/7005168",,"Germany","51.666667","6.616667"
"3635","Wesel int Lant van Cleve","Wesel","1526","1527","1526","1527","6","http://vocab.getty.edu/tgn/7005168",,"Germany","51.666667","6.616667"
"3869","in Heydis","Terheijden","1513","1514","1513","1514","5","http://vocab.getty.edu/tgn/7271505","http://www.geonames.org/2746456","Netherlands","51.643333","4.754167"
"3866","Ginneken","Ginneken","1523","1524","1523","1524","1",,"http://www.geonames.org/2755498","Netherlands","51.56593","4.7931"
"3865","Eten","Etten","1489","1490","1498","1499","2","http://vocab.getty.edu/tgn/7006824",,"Netherlands","51.566667","4.666667"
"3864","dye Hage","Princenhage","1486","1487","1486","1487","1",,"http://www.geonames.org/2748457","Netherlands","51.57632","4.73906"
"3642","Wesel, Gemha[..]",,"1495","1496","1495","1496","1",,,,"0","0"
"3863","de Busco","Oudenbosch","1493","1494","1493","1494","1","http://vocab.getty.edu/tgn/1048035","http://www.geonames.org/2749053","Netherlands","51.588333","4.534722"
"3644","Wesel, Ovendorp",,"1504","1505","1504","1505","1",,,,"0","0"
"3861","Beeck","Prinsenbeek","1512","1513","1512","1513","1","http://vocab.getty.edu/tgn/1048049","http://www.geonames.org/2748448","Netherlands","51.598333","4.7125"
"3860","Bavela","Bavel","1519","1520","1519","1520","1",,"http://www.geonames.org/2759373","Netherlands","51.56583","4.83056"
"3648","Wesell","Wesel","1470","1471","1516","1517","9","http://vocab.getty.edu/tgn/7005168",,"Germany","51.666667","6.616667"
"3650","Wesemal","Wezemaal","1496","1497","1496","1497","1",,"http://www.geonames.org/2783739","Belgium","50.94848","4.75536"
"3651","Wessem","Wessem","1524","1525","1524","1525","1","http://vocab.getty.edu/tgn/7273205","http://www.geonames.org/2744815","Netherlands","51.1595381374","5.88146209717"
"3652","West Maes","Westmaas","1494","1495","1494","1495","1","http://vocab.getty.edu/tgn/7273406","http://www.geonames.org/2744631","Netherlands","51.786667","4.475"
"3653","Westelroy","Westerloo","1527","1528","1527","1528","1",,"http://www.geonames.org/2783801","Belgium","51.09049","4.91544"
"3654","Westenoyen","Westeroijen","1461","1462","1461","1462","1",,,,"0","0"
"3655","Westenschouwen","Westerschouwen","1474","1475","1474","1475","1","http://vocab.getty.edu/tgn/1048232","http://www.geonames.org/2744774","Netherlands","51.675833","3.709722"
"3656","Westenscouwen","Westerschouwen","1471","1472","1471","1472","1","http://vocab.getty.edu/tgn/1048232","http://www.geonames.org/2744774","Netherlands","51.675833","3.709722"
"3657","Westerhoven","Westerhoven","1482","1483","1482","1483","1","http://vocab.getty.edu/tgn/7273249","http://www.geonames.org/2744731","Netherlands","51.3325","5.395833"
"3658","Westerkerke",,"1502","1503","1502","1503","1",,,,"0","0"
"3659","Westerloe","Westerloo","1549","1550","1550","1551","5",,"http://www.geonames.org/2783801","Belgium","51.09049","4.91544"
"3660","Westerloen","Westerloo","1553","1554","1553","1554","1",,"http://www.geonames.org/2783801","Belgium","51.09049","4.91544"
"3661","Westeroye","Westeroijen","1461","1462","1495","1496","3",,,,"0","0"
"3662","Westeroyen","Westeroijen","1460","1461","1498","1499","4",,,,"0","0"
"3663","Westerroyen onder Tiel","Westeroijen","1589","1590","1589","1590","1",,,,"0","0"
"3664","Westmaes","Westmaas","1488","1489","1488","1489","2","http://vocab.getty.edu/tgn/7273406","http://www.geonames.org/2744631","Netherlands","51.786667","4.475"
"3665","Westmaes by Dordrecht","Westmaas","1504","1505","1504","1505","1","http://vocab.getty.edu/tgn/7273406","http://www.geonames.org/2744631","Netherlands","51.786667","4.475"
"3666","Westmaese onder Strijen","Westmaas","1526","1527","1526","1527","2","http://vocab.getty.edu/tgn/7273406","http://www.geonames.org/2744631","Netherlands","51.786667","4.475"
"3667","Westmaze","Westmaas","1487","1488","1493","1494","5","http://vocab.getty.edu/tgn/7273406","http://www.geonames.org/2744631","Netherlands","51.786667","4.475"
"3668","Westmaze onder Strijn","Westmaas","1526","1527","1526","1527","2","http://vocab.getty.edu/tgn/7273406","http://www.geonames.org/2744631","Netherlands","51.786667","4.475"
"3669","Westmunster","Westmunster","1462","1463","1462","1463","1",,,,"0","0"
"3670","Westroyen","Westeroijen","1473","1474","1480","1481","6",,,,"0","0"
"3671","Westvrieslant","West Friesland","1478","1479","1478","1479","1",,,,"0","0"
"3672","Wette","Nederwetten of Opwetten","1461","1462","1461","1462","1",,,,"0","0"
"3673","Wetten","Nederwetten of Opwetten","1449","1450","1511","1512","8",,,,"0","0"
"3674","Wezalia","Wesel","1472","1473","1514","1515","4","http://vocab.getty.edu/tgn/7005168",,"Germany","51.666667","6.616667"
"3675","Wezel","Wesel","1481","1482","1515","1516","78","http://vocab.getty.edu/tgn/7005168",,"Germany","51.666667","6.616667"
"3856","Rumpt","Rumpt","1509","1510","1509","1510","1","http://vocab.getty.edu/tgn/7269039","http://www.geonames.org/2747808","Netherlands","51.884167","5.176389"
"3855","Beest onder Asperen","Beesd","1526","1527","1526","1527","2","http://vocab.getty.edu/tgn/7258319","http://www.geonames.org/2759288","Netherlands","51.8875","5.191667"
"3854","Bassigni","Bancigny","1611","1612","1611","1612","2",,"http://www.geonames.org/3035165","France","49.80091","4.0335"
"3681","Wezell","Wesel","1465","1466","1465","1466","1","http://vocab.getty.edu/tgn/7005168",,"Germany","51.666667","6.616667"
"3682","Wichen","Wijchen","1482","1483","1482","1483","1","http://vocab.getty.edu/tgn/7006874","http://www.geonames.org/2744514","Netherlands","51.809167","5.725"
"3683","Wijck","Wijk","1453","1454","1559","1560","7","http://vocab.getty.edu/tgn/7273519","http://www.geonames.org/2744487","Netherlands","51.7666667","5.1166667"
"3684","Wijck bij Huesden","Wijk bij Heusden","1520","1521","1523","1524","16","http://vocab.getty.edu/tgn/7273519",,,"51.766667","5.116667"
"3685","Wijck onder Huesden","Wijk bij Heusden","1560","1561","1560","1561","1","http://vocab.getty.edu/tgn/7273519",,,"51.766667","5.116667"
"3686","Wijnterle","Wintelre","1445","1446","1445","1446","1","http://vocab.getty.edu/tgn/7273625","http://www.geonames.org/2744333","Netherlands","51.444167","5.340278"
"3687","Wildehuysen","Wildeshausen","1522","1523","1522","1523","1",,"http://www.geonames.org/2808893","Germany","52.89446","8.43375"
"3688","Wildeshuysen","Wildeshausen","1515","1516","1515","1516","2",,"http://www.geonames.org/2808893","Germany","52.89446","8.43375"
"3689","Wilhuysen","Wildeshausen","1471","1472","1471","1472","1",,"http://www.geonames.org/2808893","Germany","52.89446","8.43375"
"3690","Wilshuysen","Wildeshausen","1489","1490","1489","1490","1",,"http://www.geonames.org/2808893","Germany","52.89446","8.43375"
"3691","Wilssen prope Campen","Wilsum bij Kampen","1467","1468","1467","1468","1","http://vocab.getty.edu/tgn/7273659",,,"52.533333","5.966667"
"3692","Winterloe","Wintelre","1456","1457","1456","1457","1","http://vocab.getty.edu/tgn/7273625","http://www.geonames.org/2744333","Netherlands","51.444167","5.340278"
"3693","Wintershoven, int lant van Luydick","Wintershoven","1541","1542","1541","1542","1",,"http://www.geonames.org/2783559","Belgium","50.85157","5.41965"
"3694","Wissel","Wissel","1458","1459","1458","1459","1","http://vocab.getty.edu/tgn/7273738","http://www.geonames.org/2744318","Netherlands","52.3425","5.959722"
"3695","Wlimen","Vlijmen","1489","1490","1489","1490","1","http://vocab.getty.edu/tgn/1048193","http://www.geonames.org/2745396","Netherlands","51.6975","5.216667"
"3696","Wodrechem","Woudrichem","1493","1494","1493","1494","1","http://vocab.getty.edu/tgn/1048259","http://www.geonames.org/2744156","Netherlands","51.815","5.001389"
"3697","Woensel","Woensel","1434","1435","1545","1546","21",,"http://www.geonames.org/2744251","Netherlands","51.47561","5.47548"
"3698","Woensell","Woensel","1482","1483","1536","1537","3",,"http://www.geonames.org/2744251","Netherlands","51.47561","5.47548"
"3699","Woenssel","Woensel","1480","1481","1516","1517","3",,"http://www.geonames.org/2744251","Netherlands","51.47561","5.47548"
"3700","Woerchem","Woudrichem","1497","1498","1497","1498","1","http://vocab.getty.edu/tgn/1048259","http://www.geonames.org/2744156","Netherlands","51.815","5.001389"
"3701","Woesel","Wanssum","1498","1499","1498","1499","1","http://vocab.getty.edu/tgn/7273864","http://www.geonames.org/2745043","Netherlands","51.535833","6.076389"
"3702","Worchum","Woudrichem","1486","1487","1557","1558","2","http://vocab.getty.edu/tgn/1048259","http://www.geonames.org/2744156","Netherlands","51.815","5.001389"
"3703","Worckom","Woudrichem","1524","1525","1524","1525","1","http://vocab.getty.edu/tgn/1048259","http://www.geonames.org/2744156","Netherlands","51.815","5.001389"
"3704","Worcum","Woudrichem","1536","1537","1556","1557","5","http://vocab.getty.edu/tgn/1048259","http://www.geonames.org/2744156","Netherlands","51.815","5.001389"
"3705","Worcum onder Hollant","Woudrichem","1526","1527","1526","1527","3","http://vocab.getty.edu/tgn/1048259","http://www.geonames.org/2744156","Netherlands","51.815","5.001389"
"3706","Worichem","Woudrichem","1435","1436","1561","1562","9","http://vocab.getty.edu/tgn/1048259","http://www.geonames.org/2744156","Netherlands","51.815","5.001389"
"3707","Worinchem","Woudrichem","1510","1511","1518","1519","3","http://vocab.getty.edu/tgn/1048259","http://www.geonames.org/2744156","Netherlands","51.815","5.001389"
"3708","Wou","Wouw","1556","1557","1556","1557","1","http://vocab.getty.edu/tgn/1048261","http://www.geonames.org/2744145","Netherlands","51.521667","4.390278"
"3709","Woudeberge prope Amersvoert","Woudenberg","1461","1462","1461","1462","1","http://vocab.getty.edu/tgn/1048258","http://www.geonames.org/2744163","Netherlands","52.080833","5.416667"
"3710","Woudenberch","Woudenberg","1471","1472","1471","1472","1","http://vocab.getty.edu/tgn/1048258","http://www.geonames.org/2744163","Netherlands","52.080833","5.416667"
"3711","Woudenborch","Woudenberg","1471","1472","1471","1472","1","http://vocab.getty.edu/tgn/1048258","http://www.geonames.org/2744163","Netherlands","52.080833","5.416667"
"3712","Wouderichem","Woudrichem","1467","1468","1478","1479","2","http://vocab.getty.edu/tgn/1048259","http://www.geonames.org/2744156","Netherlands","51.815","5.001389"
"3713","Woudrichem","Woudrichem","1475","1476","1556","1557","14","http://vocab.getty.edu/tgn/1048259","http://www.geonames.org/2744156","Netherlands","51.815","5.001389"
