"id","hgid","naam","gg_uri","gg_uri_amco","amco","cbscode","geonames","startjaar","eindjaar","provincie","departement","absorbed","absorbedBy","originated","originatedFrom"
"78","Ameland","Ameland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ameland","http://www.gemeentegeschiedenis.nl/amco/11153",,"0060","http://sws.geonames.org/2759844","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,,,
"79","Anjum","Anjum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Anjum","http://www.gemeentegeschiedenis.nl/amco/10158",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Oostdongeradeel",,
"80","Arum","Arum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Arum","http://www.gemeentegeschiedenis.nl/amco/11440",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Wonseradeel",,
"81","Augustinusga","Augustinusga","http://www.gemeentegeschiedenis.nl/gemeentenaam/Augustinusga","http://www.gemeentegeschiedenis.nl/amco/11060",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Achtkarspelen",,
"82","Baarderadeel","Baarderadeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Baarderadeel","http://www.gemeentegeschiedenis.nl/amco/10422",,"0061",,"1816","1984","http://www.gemeentegeschiedenis.nl/provincie/Friesland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Littenseradeel",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Jorwerd"
"83","Balk","Balk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Balk","http://www.gemeentegeschiedenis.nl/amco/10036",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Gaasterland",,
"84","Barradeel","Barradeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Barradeel","http://www.gemeentegeschiedenis.nl/amco/10156",,"0062",,"1816","1984","http://www.gemeentegeschiedenis.nl/provincie/Friesland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Franekeradeel",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Sexbierum"
"85","Beetsterzwaag","Beetsterzwaag","http://www.gemeentegeschiedenis.nl/gemeentenaam/Beetsterzwaag","http://www.gemeentegeschiedenis.nl/amco/10987",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Opsterland",,
"86","Bergum","Bergum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bergum","http://www.gemeentegeschiedenis.nl/amco/11241",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Tietjerksteradeel",,
"87","Berlikum","Berlikum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Berlikum","http://www.gemeentegeschiedenis.nl/amco/11117",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Menaldumadeel",,
"88","Het_Bildt","Het Bildt","http://www.gemeentegeschiedenis.nl/gemeentenaam/Het_Bildt","http://www.gemeentegeschiedenis.nl/amco/10128",,"0063","http://sws.geonames.org/2754301","1816","heden","http://www.gemeentegeschiedenis.nl/provincie/Friesland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Jacobiparochie"
"89","Blija","Blija","http://www.gemeentegeschiedenis.nl/gemeentenaam/Blija","http://www.gemeentegeschiedenis.nl/amco/10226",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Ferwerderadeel",,
"90","Boarnsterhim","Boarnsterhim","http://www.gemeentegeschiedenis.nl/gemeentenaam/Boarnsterhim","http://www.gemeentegeschiedenis.nl/amco/10815",,"0055","http://sws.geonames.org/2753394","1985","heden","http://www.gemeentegeschiedenis.nl/provincie/Friesland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Boornsterhem"
"91","Bolsward","Bolsward","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bolsward","http://www.gemeentegeschiedenis.nl/amco/10865",,"0064",,"oudsher","2011","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,,,
"92","Boornsterhem","Boornsterhem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Boornsterhem","http://www.gemeentegeschiedenis.nl/amco/10815",,"0057",,"1984","1985","http://www.gemeentegeschiedenis.nl/provincie/Friesland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Boarnsterhim",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Rauwerderhem"
"93","Bozum","Bozum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bozum","http://www.gemeentegeschiedenis.nl/amco/10422",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Baarderadeel",,
"94","Buitenpost","Buitenpost","http://www.gemeentegeschiedenis.nl/gemeentenaam/Buitenpost","http://www.gemeentegeschiedenis.nl/amco/10199",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Achtkarspelen",,
"95","Burum","Burum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Burum","http://www.gemeentegeschiedenis.nl/amco/10039",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Kollumerland_en_Nieuwkruisland",,
"96","Dantumadeel","Dantumadeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dantumadeel","http://www.gemeentegeschiedenis.nl/amco/10650",,"0065",,"1816","2009","http://www.gemeentegeschiedenis.nl/provincie/Friesland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Rinsumageest"
"97","Dantumawoude","Dantumawoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dantumawoude","http://www.gemeentegeschiedenis.nl/amco/10650",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Dantumadeel",,
"98","Dokkum","Dokkum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dokkum","http://www.gemeentegeschiedenis.nl/amco/10198",,"0066",,"oudsher","1984","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Dongeradeel",,
"99","Dongeradeel","Dongeradeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dongeradeel","http://www.gemeentegeschiedenis.nl/amco/10198",,"0058","http://sws.geonames.org/2749535","1984","heden","http://www.gemeentegeschiedenis.nl/provincie/Friesland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Oostdongeradeel"
"100","Doniawerstal","Doniawerstal","http://www.gemeentegeschiedenis.nl/gemeentenaam/Doniawerstal","http://www.gemeentegeschiedenis.nl/amco/10086",,"0067",,"1816","1984","http://www.gemeentegeschiedenis.nl/provincie/Friesland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Scharsterland",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Langweer"
"101","Drachten","Drachten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Drachten","http://www.gemeentegeschiedenis.nl/amco/10405",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Smallingerland",,
"102","Dronrijp","Dronrijp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dronrijp","http://www.gemeentegeschiedenis.nl/amco/11315",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Menaldumadeel",,
"103","Ee","Ee","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ee","http://www.gemeentegeschiedenis.nl/amco/11156",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Oostdongeradeel",,
"104","Ferwerd","Ferwerd","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ferwerd","http://www.gemeentegeschiedenis.nl/amco/11345",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Ferwerderadeel",,
"105","Ferwerderadeel","Ferwerderadeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ferwerderadeel","http://www.gemeentegeschiedenis.nl/amco/11284",,"0068",,"1816","1999","http://www.gemeentegeschiedenis.nl/provincie/Friesland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Ferwerderadiel",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Marrum"
"106","Ferwerderadiel","Ferwerderadiel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ferwerderadiel","http://www.gemeentegeschiedenis.nl/amco/11284",,"1722","http://sws.geonames.org/2755918","1999","heden","http://www.gemeentegeschiedenis.nl/provincie/Friesland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Ferwerderadeel"
"107","Franeker","Franeker","http://www.gemeentegeschiedenis.nl/gemeentenaam/Franeker","http://www.gemeentegeschiedenis.nl/amco/11226",,"0069",,"oudsher","1984","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Franekeradeel",,
"108","Franekeradeel","Franekeradeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Franekeradeel","http://www.gemeentegeschiedenis.nl/amco/10404",,"0070","http://sws.geonames.org/2755843","1816","heden","http://www.gemeentegeschiedenis.nl/provincie/Friesland",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Franeker",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Tjum"
"109","Gaasterland","Gaasterland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gaasterland","http://www.gemeentegeschiedenis.nl/amco/10036",,"0071",,"1816","1985","http://www.gemeentegeschiedenis.nl/provincie/Friesland",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Sloten_Fr","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gaasterlan-Sleat",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Balk"
"110","Gaasterlan-Sleat","Gaasterlân-Sleat","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gaasterlan-Sleat","http://www.gemeentegeschiedenis.nl/amco/10036",,"0653","http://sws.geonames.org/6544301","1985","heden","http://www.gemeentegeschiedenis.nl/provincie/Friesland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Gaasterland"
"111","Gorredijk","Gorredijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gorredijk","http://www.gemeentegeschiedenis.nl/amco/10861",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Opsterland",,
"112","Grouw","Grouw","http://www.gemeentegeschiedenis.nl/gemeentenaam/Grouw","http://www.gemeentegeschiedenis.nl/amco/11409",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Idaarderadeel",,
"113","Hallum","Hallum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hallum","http://www.gemeentegeschiedenis.nl/amco/11284",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Ferwerderadeel",,
"114","Hardegarijp","Hardegarijp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hardegarijp","http://www.gemeentegeschiedenis.nl/amco/11403",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Tietjerksteradeel",,
"115","Harlingen","Harlingen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Harlingen","http://www.gemeentegeschiedenis.nl/amco/10909",,"0072","http://sws.geonames.org/2754816","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,,,
"116","Haske","Haske","http://www.gemeentegeschiedenis.nl/gemeentenaam/Haske","http://www.gemeentegeschiedenis.nl/amco/10687",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Haskerland",,
"117","Haskerland","Haskerland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Haskerland","http://www.gemeentegeschiedenis.nl/amco/10022",,"0073",,"1816","1984","http://www.gemeentegeschiedenis.nl/provincie/Friesland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Scharsterland",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Joure"
"118","Heeg","Heeg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heeg","http://www.gemeentegeschiedenis.nl/amco/10975",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Wymbritseradeel",,
"119","Heerenveen_1","Heerenveen [1]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heerenveen_1","http://www.gemeentegeschiedenis.nl/amco/10680",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Schoterland",,
"120","Heerenveen_2","Heerenveen [2]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heerenveen_2","http://www.gemeentegeschiedenis.nl/amco/10680",,"0074","http://sws.geonames.org/2754668","1934","heden","http://www.gemeentegeschiedenis.nl/provincie/Friesland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Schoterland"
"121","Hemelumer_Oldeferd","Hemelumer Oldeferd","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hemelumer_Oldeferd","http://www.gemeentegeschiedenis.nl/amco/10334",,"0075",,"1956","1984","http://www.gemeentegeschiedenis.nl/provincie/Friesland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Nijefurd",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Hemelumer_Oldephaert_en_Noordwolde"
"122","Hemelumer_Oldephaert_en_Noordwolde","Hemelumer Oldephaert en Noordwolde","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hemelumer_Oldephaert_en_Noordwolde","http://www.gemeentegeschiedenis.nl/amco/10334",,"1260",,"1816","1956","http://www.gemeentegeschiedenis.nl/provincie/Friesland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Hemelumer_Oldeferd",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Koudum"
"123","Hennaarderadeel","Hennaarderadeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hennaarderadeel","http://www.gemeentegeschiedenis.nl/amco/10877",,"0076",,"1816","1984","http://www.gemeentegeschiedenis.nl/provincie/Friesland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Littenseradeel",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Wommels"
"124","Hindeloopen","Hindeloopen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hindeloopen","http://www.gemeentegeschiedenis.nl/amco/10672",,"0077",,"oudsher","1984","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Nijefurd",,
"125","Holwerd","Holwerd","http://www.gemeentegeschiedenis.nl/gemeentenaam/Holwerd","http://www.gemeentegeschiedenis.nl/amco/11172",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Westdongeradeel",,
"126","Huizum","Huizum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Huizum","http://www.gemeentegeschiedenis.nl/amco/10525",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Leeuwarderadeel",,
"127","Idaarderadeel","Idaarderadeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Idaarderadeel","http://www.gemeentegeschiedenis.nl/amco/10815",,"0078",,"1816","1984","http://www.gemeentegeschiedenis.nl/provincie/Friesland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Boornsterhem",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Roordahuizum"
"128","IJlst","IJlst","http://www.gemeentegeschiedenis.nl/gemeentenaam/IJlst","http://www.gemeentegeschiedenis.nl/amco/11062",,"0102",,"oudsher","1984","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Wymbritseradeel",,
"129","Jelsum","Jelsum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Jelsum","http://www.gemeentegeschiedenis.nl/amco/10645",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Leeuwarderadeel",,
"130","Jorwerd","Jorwerd","http://www.gemeentegeschiedenis.nl/gemeentenaam/Jorwerd","http://www.gemeentegeschiedenis.nl/amco/11251",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Baarderadeel",,
"131","Joure","Joure","http://www.gemeentegeschiedenis.nl/gemeentenaam/Joure","http://www.gemeentegeschiedenis.nl/amco/10022",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Haskerland",,
"132","De_Knijpe","De Knijpe","http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Knijpe","http://www.gemeentegeschiedenis.nl/amco/11018",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Schoterland",,
"133","Kollum","Kollum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kollum","http://www.gemeentegeschiedenis.nl/amco/10984",,,,"oudsher","1816","http://www.gemeentegeschiedenis.nl/provincie/Friesland","http://www.gemeentegeschiedenis.nl/departement/Fr",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Kollumerland_en_Nieuwkruisland",,
"134","Kollumerland_en_Nieuwkruisland","Kollumerland en Nieuwkruisland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kollumerland_en_Nieuwkruisland","http://www.gemeentegeschiedenis.nl/amco/10984",,"0079","http://sws.geonames.org/2752523","1816","heden","http://www.gemeentegeschiedenis.nl/provincie/Friesland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Oudwoude"
