"id","kloeke_nieuw","kloeke_uri","naam","kloeke_oud","sameConceptAs","ligt_in_uri","lat","lon"
"137","B060b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B060b","Veenwoudsterwal","B 060b","http://sws.geonames.org/2745741","http://vocab.getty.edu/tgn/7003616","53.2372738767","5.96554085674"
"138","B060p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B060p","Veenwouden","B 060","http://sws.geonames.org/2745743","http://vocab.getty.edu/tgn/7003616","53.2443434586","5.98433046059"
"139","B061a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B061a","Garijp","B 061a","http://sws.geonames.org/2755729","http://vocab.getty.edu/tgn/7003616","53.1727111575","5.98023133114"
"140","B061p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B061p","Suawoude","B 061","http://sws.geonames.org/2746564","http://vocab.getty.edu/tgn/7003616","53.1829581132","5.92227239321"
"141","B062p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B062p","Bergum","B 062","http://sws.geonames.org/2759103","http://vocab.getty.edu/tgn/7003616","53.197293396","5.98626949683"
"142","B063p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B063p","Suameer","B 063","http://sws.geonames.org/2746565","http://vocab.getty.edu/tgn/7003616","53.18039697","6.00108313033"
"143","B064a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B064a","Drogeham","B 064a","http://sws.geonames.org/2756567","http://vocab.getty.edu/tgn/7003616","53.2081062434","6.11566337828"
"144","B064b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B064b","Kootstertille","B 064b","http://sws.geonames.org/2752444","http://vocab.getty.edu/tgn/7003616","53.2169396183","6.09763792061"
"145","B064p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B064p","Eestrum","B 064","http://sws.geonames.org/2756321","http://vocab.getty.edu/tgn/7003616","53.220804453","6.07590234231"
"146","B065a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B065a","Schuilenburg","B 065a","http://sws.geonames.org/2747441","http://vocab.getty.edu/tgn/7003616","53.2096326785","6.06844992659"
"147","B065b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B065b","Hoogzand","B 065b","http://sws.geonames.org/2753660","http://vocab.getty.edu/tgn/7003616","53.1848325228","6.10074585329"
"148","B065p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B065p","Oostermeer","B 065",,"http://vocab.getty.edu/tgn/7003616","53.189635403","6.0785180216"
"149","B066p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B066p","Twijzel","B 066","http://sws.geonames.org/2746052","http://vocab.getty.edu/tgn/7003616","53.2436741952","6.10639143203"
"150","B066q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B066q","Twijzelerheide","B 066x","http://sws.geonames.org/2746051","http://vocab.getty.edu/tgn/7003616","53.2492579442","6.05764386247"
"151","B067a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B067a","Harkema Opeinde","B 067a","http://sws.geonames.org/2754821","http://vocab.getty.edu/tgn/7003616","53.2119817455","6.14427440709"
"152","B067p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B067p","Augustinusga","B 067","http://sws.geonames.org/2759611","http://vocab.getty.edu/tgn/7003616","53.2217726245","6.17144105181"
"153","B068p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B068p","Surhuisterveen","B 068","http://sws.geonames.org/2746558","http://vocab.getty.edu/tgn/7003616","53.1881093914","6.17446625385"
"154","B068q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B068q","Blauwhuis","B 068x",,"http://vocab.getty.edu/tgn/7003616","53.1802830429","6.1307512461"
"155","B069a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B069a","Stroobos","B 069a","http://sws.geonames.org/2746589","http://vocab.getty.edu/tgn/7003613","53.2382307156","6.22522668003"
"156","B069b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B069b","Gerkesklooster","B 069b","http://sws.geonames.org/2755574","http://vocab.getty.edu/tgn/7003616","53.244861432","6.21238225425"
"157","B069p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B069p","Surhuizum","B 069","http://sws.geonames.org/2746557","http://vocab.getty.edu/tgn/7003616","53.2091731738","6.19197317413"
"158","B070p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B070p","Lutjegast","B 070","http://sws.geonames.org/2751376","http://vocab.getty.edu/tgn/7003613","53.2347673705","6.27450874891"
"159","B071a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B071a","Oldekerk","B 071a","http://sws.geonames.org/2749658","http://vocab.getty.edu/tgn/7003613","53.2308132044","6.3424473908"
"160","B071p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B071p","Sebaldeburen","B 071","http://sws.geonames.org/2747409","http://vocab.getty.edu/tgn/7003613","53.2234974949","6.32204185301"
"161","B071q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B071q","Kuzemer","B 071x","http://sws.geonames.org/2752147","http://vocab.getty.edu/tgn/7003613","53.2133742783","6.34206205286"
"162","B072a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B072a","Lucaswolde","B 072a","http://sws.geonames.org/2751404","http://vocab.getty.edu/tgn/7003613","53.1901485521","6.32338588005"
"163","B072p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B072p","Grootegast","B 072","http://sws.geonames.org/2755204","http://vocab.getty.edu/tgn/7003613","53.2150198597","6.2896724439"
"164","B073p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B073p","Doezum","B 073","http://sws.geonames.org/2756763","http://vocab.getty.edu/tgn/7003613","53.2027821674","6.26035313067"
"165","B074a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B074a","Kornhorn","B 074a","http://sws.geonames.org/2752424","http://vocab.getty.edu/tgn/7003613","53.1822611703","6.25371616015"
"166","B074p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B074p","Opende","B 074","http://sws.geonames.org/2749302","http://vocab.getty.edu/tgn/7003613","53.1730759861","6.2312334071"
"167","B075p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B075p","Noordwijk","B 075","http://sws.geonames.org/2749816","http://vocab.getty.edu/tgn/7003613","53.1736766706","6.27739896122"
"168","B076a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B076a","Kimswerd","B 076a","http://sws.geonames.org/2752830","http://vocab.getty.edu/tgn/7003616","53.1423948543","5.43568909038"
"169","B076p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B076p","Achlum","B 076","http://sws.geonames.org/2760053","http://vocab.getty.edu/tgn/7003616","53.1479747681","5.48131129203"
"170","B077p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B077p","Arum","B 077","http://sws.geonames.org/2759652","http://vocab.getty.edu/tgn/7003616","53.1295957624","5.47350257184"
"171","B078p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B078p","Pingjum","B 078","http://sws.geonames.org/2748582","http://vocab.getty.edu/tgn/7003616","53.1149774376","5.43981022932"
"172","B079p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B079p","Zurich","B 079","http://sws.geonames.org/2743611","http://vocab.getty.edu/tgn/7003616","53.1140538923","5.3994111492"
"173","B080a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B080a","Wons","B 080a","http://sws.geonames.org/2744189","http://vocab.getty.edu/tgn/7003616","53.0962963078","5.40976642308"
"174","B080p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B080p","Witmarsum","B 080","http://sws.geonames.org/2744303","http://vocab.getty.edu/tgn/7003616","53.1031188581","5.46723859613"
"175","B081p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B081p","Tzum","B 081","http://sws.geonames.org/2746024","http://vocab.getty.edu/tgn/7003616","53.160350082","5.56014245711"
"176","B081q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B081q","Ruigelollum","B 081x","http://sws.geonames.org/2751499","http://vocab.getty.edu/tgn/7003616","53.1298556082","5.53048427036"
"177","B082a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B082a","Winsum","B 082a","http://sws.geonames.org/2744338","http://vocab.getty.edu/tgn/7003616","53.1543195266","5.62387358826"
"178","B082p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B082p","Spannum","B 082","http://sws.geonames.org/2746972","http://vocab.getty.edu/tgn/7003616","53.1468853946","5.60154859508"
"179","B083a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B083a","Kubaard","B 083a","http://sws.geonames.org/2752180","http://vocab.getty.edu/tgn/7003616","53.1241964729","5.56879663292"
"180","B083b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B083b","Oosterlittens","B 083b","http://sws.geonames.org/2749434","http://vocab.getty.edu/tgn/7003616","53.1377611079","5.64450873822"
"181","B083p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B083p","Baard","B 083","http://sws.geonames.org/2759567","http://vocab.getty.edu/tgn/7003616","53.1476913137","5.66425190621"
"182","B084a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B084a","Lutkewierum","B 084a","http://sws.geonames.org/2751364","http://vocab.getty.edu/tgn/7003616","53.0897494134","5.66077711524"
"183","B084b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B084b","Itens","B 084b","http://sws.geonames.org/2753302","http://vocab.getty.edu/tgn/7003616","53.1038106037","5.64120157643"
"184","B084c","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B084c","Oosterend","B 084c","http://sws.geonames.org/2749474","http://vocab.getty.edu/tgn/7003616","53.0998191215","5.61529008295"
"185","B084d","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B084d","Burgwerd","B 084d","http://sws.geonames.org/2758075","http://vocab.getty.edu/tgn/7003616","53.0912073217","5.54485035988"
"186","B084p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B084p","Wommels","B 084","http://sws.geonames.org/2744191","http://vocab.getty.edu/tgn/7003616","53.1095242063","5.58478815673"
"187","B085a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B085a","Hijlaard","B 085a","http://sws.geonames.org/2754088","http://vocab.getty.edu/tgn/7003616","53.1644093218","5.70583576279"
"188","B085b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B085b","Wijtgaard","B 085b","http://sws.geonames.org/2744453","http://vocab.getty.edu/tgn/7003616","53.137078592","5.78284319659"
"189","B085p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B085p","Weidum","B 085","http://sws.geonames.org/2744891","http://vocab.getty.edu/tgn/7003616","53.1447025657","5.73523748012"
"190","B085q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B085q","Beers","B 085x","http://sws.geonames.org/2759308","http://vocab.getty.edu/tgn/7003616","53.1553189186","5.72754938579"
"191","B085z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B085z","Jellum","B 085z","http://sws.geonames.org/2753257","http://vocab.getty.edu/tgn/7003616","53.1677475844","5.73645453867"
"192","B086p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B086p","Wirdum","B 086","http://sws.geonames.org/2744327","http://vocab.getty.edu/tgn/7003616","53.1463605501","5.8015803994"
"193","B087p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B087p","Mantgum","B 087","http://sws.geonames.org/2751212","http://vocab.getty.edu/tgn/7003616","53.129801771","5.71698052486"
"194","B087z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B087z","Schillaard","B 087z","http://sws.geonames.org/2747567","http://vocab.getty.edu/tgn/7003616","53.1204970433","5.70189817016"
"195","B088p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B088p","Oosterwierum","B 088","http://sws.geonames.org/2749401","http://vocab.getty.edu/tgn/7003616","53.1151261089","5.72723378959"
"196","B089a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B089a","Britswerd","B 089a","http://sws.geonames.org/2758306","http://vocab.getty.edu/tgn/7003616","53.1121611392","5.6681764523"
"197","B089p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B089p","Wieuwerd","B 089","http://sws.geonames.org/2744518","http://vocab.getty.edu/tgn/7003616","53.1114985123","5.6857790537"
"198","B090a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B090a","Indijk","B 090a","http://sws.geonames.org/2753323","http://vocab.getty.edu/tgn/7003616","53.0977473163","5.704315815"
"199","B090p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B090p","Bozum","B 090","http://sws.geonames.org/2758452","http://vocab.getty.edu/tgn/7003616","53.0899993808","5.68769090965"
"200","B091p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B091p","Deersum","B 091","http://sws.geonames.org/2757653","http://vocab.getty.edu/tgn/7003616","53.0871180991","5.71717843253"
"201","B092a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B092a","Friens","B 092a","http://sws.geonames.org/2755820","http://vocab.getty.edu/tgn/7003616","53.0999461878","5.79958419997"
"202","B092b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B092b","Idaard","B 092b","http://sws.geonames.org/2753395","http://vocab.getty.edu/tgn/7003616","53.1189092138","5.8116838285"
"203","B092c","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B092c","Rauwerderhem","B 092c",,"http://vocab.getty.edu/tgn/7003616","53.0826707279","5.74508210017"
"204","B092g","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B092g","Roordahuizum","B 092az",,"http://vocab.getty.edu/tgn/7003616","53.1211661145","5.7904652703"
"205","B092p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B092p","Rauwerd","B 092","http://sws.geonames.org/2748314","http://vocab.getty.edu/tgn/7003616","53.097906109","5.75556861206"
"206","B092z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B092z","Flansum","B 092z","http://sws.geonames.org/2755900","http://vocab.getty.edu/tgn/7003616","53.089453274","5.76896029789"
"207","B093a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B093a","Wartena","B 093a","http://sws.geonames.org/2744998","http://vocab.getty.edu/tgn/7003616","53.1494074871","5.89904873554"
"208","B093b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B093b","Warstiens","B 093b","http://sws.geonames.org/2745000","http://vocab.getty.edu/tgn/7003616","53.1648149664","5.86502002393"
"209","B093p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B093p","Warga","B 093","http://sws.geonames.org/2745018","http://vocab.getty.edu/tgn/7003616","53.1505600602","5.84516213754"
"210","B094p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B094p","Grouw","B 094","http://sws.geonames.org/2755052","http://vocab.getty.edu/tgn/7003616","53.0972974919","5.84356963275"
"211","B095p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B095p","Eernewoude","B 095","http://sws.geonames.org/2756344","http://vocab.getty.edu/tgn/7003616","53.1305334838","5.94028573135"
"212","B096a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B096a","Goengahuizen","B 096a","http://sws.geonames.org/2755480","http://vocab.getty.edu/tgn/7003616","53.0979633571","5.90932507364"
"213","B096p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B096p","Oudega","B 096","http://sws.geonames.org/2749136","http://vocab.getty.edu/tgn/7003616","53.1261646744","6.00497590902"
"214","B096q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B096q","De Veenhoop","B 096x","http://sws.geonames.org/2756990","http://vocab.getty.edu/tgn/7003616","53.0961505273","5.96365862969"
"215","B097a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B097a","De Tike","B 097a","http://sws.geonames.org/2757023","http://vocab.getty.edu/tgn/7003616","53.1555413256","6.04686419052"
"216","B097p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B097p","Nijega","B 097","http://sws.geonames.org/2750098","http://vocab.getty.edu/tgn/7003616","53.145054495","6.02700611561"
"217","B097q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B097q","De Suameerdertike","B 097q",,"http://vocab.getty.edu/tgn/7003616","53.1664232376","6.05014022845"
"218","B098a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B098a","Witveen","B 098a","http://sws.geonames.org/2744260","http://vocab.getty.edu/tgn/7003616","53.1648480886","6.10819181672"
"219","B098b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B098b","Houtigehage","B 098b","http://sws.geonames.org/2753545","http://vocab.getty.edu/tgn/7003616","53.143804109","6.13581926993"
"220","B098p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B098p","Rottevalle","B 098","http://sws.geonames.org/2747886","http://vocab.getty.edu/tgn/7003616","53.1464269453","6.11410284065"
"221","B099a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B099a","Opeinde","B 099a","http://sws.geonames.org/2749304","http://vocab.getty.edu/tgn/7003616","53.1363263793","6.08388355321"
"222","B099b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B099b","Drachtstercompagnie","B 099b","http://sws.geonames.org/2756642","http://vocab.getty.edu/tgn/7003616","53.1377549148","6.15593304429"
"223","B099c","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B099c","De Folgeren","B 099c",,"http://vocab.getty.edu/tgn/7003616","53.1262611666","6.10081228563"
"224","B099d","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B099d","De Wilgen","B 099d","http://sws.geonames.org/2756933","http://vocab.getty.edu/tgn/7003616","53.1019789583","6.04294386791"
